post_id,gender_bias_score,image_count,status
1009571242953196534,5.24,1,success
1009571616034512249,7.23,1,success
1009572784885477654,7.09,1,success
1009579475572993938,6.98,1,success
1009587117109909988,6.95,1,success
1009590021423253643,5.82,1,success
1009661459494563879,6.75,1,success
1009709044645358635,7.51,1,success
1009753114927295013,7.83,1,success
1009754655699871446,6.02,1,success
1009764713607423798,4.91,1,success
1009849177934987865,8.37,1,success
1010019674087925128,5.15,1,success
1010057500912037205,6.5,1,success
1010075831935966601,4.77,1,success
1010076980886319281,4.8,1,success
1010091825159483405,7.02,1,success
1010140782764010532,7.12,1,success
1010155140652843815,5.09,1,success
1010170095386033863,5.69,1,success
1010174411573514539,8.49,1,success
1010178438919807130,6.08,1,success
1010181463309556783,7.44,1,success
1010189954699137245,5.88,1,success
1010196374551063219,7.41,1,success
1010214663490233499,7.25,1,success
1010220767054423931,5.67,1,success
1010264626198166214,4.77,1,success
1010355319437671942,5.36,1,success
1010390787489904984,6.48,1,success
1010423506002852330,3.78,1,success
1010561537942941745,6.15,1,success
1010610781912853763,4.68,1,success
1010662438028194155,4.86,1,success
1010726747433451616,6.26,1,success
1010752478797381679,5.74,1,success
1010781736617715884,3.98,1,success
1010791611965406669,7.59,1,success
1010825141140693951,7.48,1,success
1010888910867986002,4.7,1,success
1010909966694153584,7.24,1,success
1010919921947931769,7.06,1,success
1010929065465067665,7.9,1,success
1010946315213364326,7.65,1,success
1010998965713823431,5.86,1,success
1011011363606943311,5.32,1,success
1011026327891061036,7.62,1,success
1011083958986865886,6.61,1,success
1011101382757851359,5.76,1,success
1011111018892143445,4.76,1,success
1011120560774359102,5.56,1,success
1011126164424726836,7.29,1,success
1011132638098122223,7.01,1,success
1011145146491967620,7.88,1,success
1011159401279302654,4.35,1,success
1011247729893187977,7.29,1,success
1011285728516631587,5.55,1,success
1011288984594558846,5.89,1,success
1011367657291556290,7.14,1,success
1011614725308197018,5.31,1,success
1011657918486129413,5.4,1,success
1011673063675785830,5.26,1,success
1011695258725311584,7.56,1,success
1011695675929045565,7.86,1,success
1011695935735246744,7.46,1,success
1011703692579390931,6.08,1,success
1011710200577304623,7.3,1,success
1011713082114218064,5.76,1,success
1011730200369343168,6.32,1,success
1011738531759831376,7.88,1,success
1011753641185691888,4.91,1,success
1011776284579899494,6.71,1,success
1011786810558259050,6.06,1,success
1011801147700980694,6.16,1,success
1011806459954908958,8.06,1,success
1011881871954647992,7.83,1,success
1011882918983098003,3.61,1,success
1011925004116304829,4.3,1,success
1012010320787188332,5.62,1,success
1012044081380171306,4.33,1,success
1012102923293347638,7.15,1,success
1012151163871019113,5.49,1,success
1012306382867387495,7.98,1,success
1012311933350583297,6.89,1,success
1012316339396249687,6.68,1,success
1012331334452024065,6.95,1,success
1012361843729166010,7.07,1,success
1012396456787370703,7.54,1,success
1012459431584385760,5.6,1,success
1012496143934611729,6.22,1,success
1012509977212118549,6.85,1,success
1012515657289344051,5.31,1,success
1012523878636854462,7.42,1,success
1012546641133359789,7.07,1,success
1012589668836212356,7.56,1,success
1012656024427272215,6.64,1,success
1012936462486947191,3.16,1,success
1012980104801090568,7.98,1,success
1013090098784956409,3.7,1,success
1013099085594812915,8.5,1,success
1013111972970002365,6.49,1,success
1013144579803212983,7.58,1,success
1013199588105618278,5.12,1,success
1013234519535040326,7.44,1,success
1013279020806269271,6.9,1,success
1013293594296166525,6.72,1,success
1013402025275318746,4.7,1,success
1013540587009504921,7.87,1,success
1013570064098499027,5.4,1,success
1013638101222062041,7.39,1,success
1013650722555705324,6.94,1,success
1013721159655463194,4.91,1,success
1013736767450701911,5.03,1,success
1013767175534270462,6.99,1,success
1013810009168666355,5.18,1,success
1013840543868024201,5.84,1,success
1013841587652549585,7.21,1,success
1013876540817027237,8.06,1,success
1013877500058263116,5.76,1,success
1013902079675460698,7.83,1,success
1013902993822974883,6.38,1,success
1013906361187795913,4.9,1,success
1013941701695268049,6.92,1,success
1013943424626562489,8.6,1,success
1013961911274167628,6.32,1,success
1014015424709280416,6.92,1,success
1014040922792402159,4.9,1,success
1014044061328856874,4.49,1,success
1014104435163215283,7.67,1,success
1014131401115954270,8.08,1,success
1014172224833030465,7.85,1,success
1014356585747994060,7.04,1,success
1014387206154732012,6.27,1,success
1014412800840871801,6.6,1,success
1014427947906998464,5.71,1,success
1014443327387063417,5.94,1,success
1014535616485956654,6.2,1,success
1014542631427551000,7.91,1,success
1014551169311476844,6.33,1,success
1014565373178972893,7.22,1,success
1014565843417133434,6.15,1,success
1014611354131417102,6.02,1,success
1014624377330458007,5.33,1,success
1014624450428788123,5.35,1,success
1014624512244440479,5.17,1,success
1014644464286840098,4.69,1,success
1014650166619829320,3.5,1,success
1014659374978931041,7.91,1,success
1014713249163410250,7.94,1,success
1014744961276668052,7.05,1,success
1014790782581075966,7.77,1,success
1014822050943999558,4.77,1,success
1014822184054300735,6.35,1,success
1014870781157166135,8.01,1,success
1014872598587784430,7.75,1,success
1014888077350242693,6.68,1,success
1015151953605026160,5.64,1,success
1015166827070167126,5.13,1,success
1015230374087522286,5.61,1,success
1015232445411692583,7.78,1,success
1015287444716187549,8.37,1,success
1015304139922490173,5.92,1,success
1015388158348915833,8.11,1,success
1015395609130817657,5.57,1,success
1015438450481969131,6.68,1,success
1015451804899361957,4.21,1,success
1015454681211380339,4.97,1,success
1015467291322030643,6.35,1,success
1015472917183929010,5.68,1,success
1015478297070627557,5.93,1,success
1015514141169147609,3.58,1,success
1015549058150686392,6.81,1,success
1015837813062641154,4.96,1,success
1015859106985876266,5.92,1,success
1015866938763291428,5.19,1,success
1015892144047382475,7.16,1,success
1015919148688175335,7.02,1,success
1015937972481103826,8.04,1,success
1015938038426272604,5.53,1,success
1015943331072683006,8.14,1,success
1015954504330101643,5.48,1,success
1015968169491697026,5.44,1,success
1015983477106046497,5.61,1,success
1015985581112877948,8.57,1,success
1015997762655025674,7.71,1,success
1016016402458504421,5.25,1,success
1016049569387797564,7.28,1,success
1016054586404979826,4.34,1,success
1016108067689213436,7.0,1,success
1016112569078783630,4.96,1,success
1016135552990455938,6.05,1,success
1016143590373862853,7.8,1,success
1016152062040591483,6.22,1,success
1016227543907018278,7.89,1,success
1016267269806231278,4.84,1,success
1016302410307790353,3.73,1,success
1016364955356969919,7.93,1,success
1016499636838365014,6.0,1,success
1016642572035300492,6.29,1,success
1016651330967033219,5.73,1,success
1016662208297832189,6.17,1,success
1016690443226684116,6.14,1,success
1016690777302594332,8.2,1,success
1016696402334589744,6.37,1,success
1016754540866164778,4.74,1,success
1016779223827445461,6.21,1,success
1016803887231274203,7.08,1,success
1016807245947997307,8.59,1,success
1016819744936195558,8.29,1,success
1016857642162724647,4.68,1,success
1016860043634739421,6.18,1,success
1016926178933278457,7.92,1,success
1017519403661008751,7.32,1,success
1017531540264662277,6.55,1,success
1017547796070052759,6.58,1,success
1017708864431803726,6.31,1,success
1017774095422618956,5.85,1,success
1017828566638851744,6.23,1,success
1017900672689653622,4.01,1,success
1017923778065477155,7.15,1,success
1017997688983589301,4.52,1,success
1018133614449378628,7.01,1,success
1018161795691607807,7.4,1,success
1018176419781435029,3.48,1,success
1018270639365418795,8.12,1,success
1018379185832295426,6.26,1,success
1018409349370139915,8.21,1,success
1018413091134176272,6.83,1,success
1018415010898650371,5.61,1,success
1018468709812748906,8.41,1,success
1018486132515507123,6.0,1,success
1018681562760075741,5.74,1,success
1018810745052626920,6.63,1,success
1018835244752082189,7.24,1,success
1018876676517265451,4.97,1,success
1018886085247300862,4.65,1,success
1018917796339771243,8.14,1,success
1018922081482094125,7.81,1,success
1018923991728196127,5.25,1,success
1018943748925378415,5.41,1,success
1018957758862208741,7.33,1,success
1019002682198388109,6.82,1,success
1019047371692272155,5.95,1,success
1019134266523277682,6.43,1,success
1019163256706942354,6.02,1,success
1019213155828166149,5.0,1,success
1019248907974322041,7.52,1,success
1019257506625844295,5.34,1,success
1019361867216801123,7.75,1,success
1019487187139427981,6.35,1,success
1019487712652943347,7.37,1,success
1019497170247681006,3.69,1,success
1019505684393238920,6.31,1,success
1019524779466175068,5.84,1,success
1019560115143073338,5.42,1,success
1019561763705985122,5.25,1,success
1019605889024924041,7.16,1,success
1019670517184225742,5.06,1,success
1019678766733170875,7.9,1,success
1019696325282289044,6.45,1,success
1019703354999237013,6.87,1,success
1019741122528134785,6.6,1,success
1019778353417246876,5.38,1,success
1019850402549870571,6.72,1,success
1019855844854664852,7.5,1,success
1019912290926693084,5.94,1,success
1019980227173281755,7.87,1,success
1020277382851132521,6.4,1,success
1020301654916377945,6.93,1,success
1020320746594763614,5.72,1,success
1020395019410246297,3.5,1,success
1020454688837217307,8.25,1,success
1020465418967136508,7.81,1,success
1020517000283345256,6.57,1,success
1020591940083063782,6.77,1,success
1020615526777055211,4.9,1,success
1020662996944769784,6.9,1,success
1020694590816213514,4.95,1,success
1020755074700012909,7.91,1,success
1020792218975262046,5.63,1,success
1020793832024826684,7.98,1,success
1020868570705554807,7.07,1,success
1021032467747729735,7.82,1,success
1021079513339815023,8.22,1,success
1021093391395671974,3.29,1,success
1021098992410613246,6.51,1,success
1021131178603084945,7.9,1,success
1021143972344163946,8.06,1,success
1021161637654673627,7.72,1,success
1021185876320941983,6.93,1,success
1021253702566071152,5.41,1,success
1021277769436985000,7.53,1,success
1021350498557285615,5.13,1,success
1021805878897178152,5.36,1,success
1021815513752199769,5.27,1,success
1021951418707433849,5.99,1,success
1021980550798843807,6.2,1,success
1022077917548052178,5.1,1,success
1022095840405287432,7.87,1,success
1022097107865789838,4.94,1,success
1022198703299243447,4.89,1,success
1022232095616390400,7.62,1,success
1022252982897989247,8.35,1,success
1022259660271035936,4.31,1,success
1022264873415571147,8.02,1,success
1022285452185824197,6.16,1,success
1022293063674852908,8.18,1,success
1022301545889574044,7.03,1,success
1022304040228122793,6.1,1,success
1022313499362396633,6.83,1,success
1022471143494994507,6.83,1,success
1022473157850068202,7.41,1,success
1022479735586804550,7.7,1,success
1022481447785513968,7.91,1,success
1022563966435789147,7.57,1,success
1022572580085883549,5.36,1,success
1022626055559796097,6.14,1,success
1022675666600734379,4.11,1,success
1022756804993044300,7.02,1,success
1022813457173145070,4.93,1,success
1022856384104686527,6.34,1,success
1023058904168165809,5.95,1,success
1023096078868463912,5.01,1,success
1023202423157328239,4.88,1,success
1023242131120258198,6.56,1,success
1023265682941951251,6.67,1,success
1023376025954411934,7.21,1,success
1023397172484302919,6.34,1,success
1023498355584231353,5.46,1,success
1023547391802088822,7.44,1,success
1023623103552248891,7.16,1,success
1023684389984672050,7.7,1,success
1023783325397644471,7.73,1,success
1023828565739019988,7.24,1,success
1023915143503735935,5.93,1,success
1023937374780056070,5.39,1,success
1023947921902899016,5.01,1,success
1023949833425924095,6.61,1,success
1023963959279408690,6.88,1,success
1023994736753308949,5.63,1,success
1024010100624946915,7.03,1,success
1024072225885080839,3.94,1,success
1024113672561465539,5.65,1,success
1024116918070323655,6.72,1,success
1024137494321271897,3.29,1,success
1024197427122645340,6.46,1,success
1024206375681904514,9.05,1,success
1024216718002380723,7.76,1,success
1024245915300515006,6.52,1,success
1024292932491275642,7.98,1,success
1024294488711686837,5.1,1,success
1024340249784639329,7.0,1,success
1024362722194725450,5.05,1,success
1024430118464020029,6.28,1,success
1024519315656815760,7.37,1,success
1024532601910922971,8.35,1,success
1024608496792737313,4.32,1,success
1024701969043829667,7.1,1,success
1024786297196198348,7.74,1,success
1024830358577846780,6.14,1,success
1024853705225060988,5.45,1,success
1024871686172965408,6.82,1,success
1024889244876881988,5.76,1,success
1024901089443827321,8.84,1,success
1024921255538294942,6.12,1,success
1024922932546910231,5.44,1,success
1024934483678951145,8.08,1,success
1024975605725180072,8.58,1,success
1025018063366117357,7.06,1,success
1025132116297172700,6.84,1,success
1025166402425871563,6.98,1,success
1025415483379967638,7.62,1,success
1025439905143733870,5.92,1,success
1025504526317243235,5.18,1,success
1025526191632875453,5.92,1,success
1025548193140867553,6.22,1,success
1025554561127707651,5.99,1,success
1025557710362201798,4.3,1,success
1025575143624901308,6.0,1,success
1025605009209444931,4.96,1,success
1025617060853009890,5.87,1,success
1025698865489786044,3.73,1,success
1025720845798539626,6.16,1,success
1025721392928432122,6.1,1,success
1025726044739011036,6.79,1,success
1025790529017283343,6.35,1,success
1025817899232766033,5.04,1,success
1025938698958529364,8.19,1,success
1026022920163324790,6.7,1,success
1026051547890348636,6.31,1,success
1026060204940006748,7.89,1,success
1026100167889790553,6.04,1,success
1026115816480731474,8.27,1,success
1026123887655416504,6.88,1,success
1026149045111964021,6.58,1,success
1026162936815098179,5.27,1,success
1026166296523323373,8.01,1,success
1026170463142511571,5.41,1,success
1026192802293636427,6.51,1,success
1026272183150455672,7.13,1,success
1026304285096807927,4.42,1,success
1026372558318724851,5.67,1,success
1026375401784580949,7.15,1,success
1026388697729440167,8.0,1,success
1026505651977538388,5.44,1,success
1026581939742952912,9.16,1,success
1026586059900612715,6.65,1,success
1026645610469421181,5.76,1,success
1026681186698556129,7.3,1,success
1026695305981178618,3.71,1,success
1026750663540764823,5.2,1,success
1026790179085949352,7.2,1,success
1026865876909569093,3.65,1,success
1026892725907546857,6.58,1,success
1026934004812643696,7.59,1,success
1026937117196872953,4.94,1,success
1026944642899575155,7.31,1,success
1026949226923971558,4.89,1,success
1026964820331639067,8.5,1,success
1026971174911198321,6.03,1,success
1026976130010962977,7.12,1,success
1026983923004833898,5.99,1,success
1027005709248444062,7.03,1,success
1027010768082306348,6.51,1,success
1027024400914243909,7.33,1,success
1027040303485820565,6.55,1,success
1027041276949254103,4.78,1,success
1027135704959773149,5.17,1,success
1027144543923367534,6.18,1,success
1027173801552216672,3.74,1,success
1027252956632252741,5.79,1,success
1027256400880402087,5.55,1,success
1027286701535986589,3.81,1,success
1027356474296935604,4.02,1,success
1027382094600238064,7.01,1,success
1027388364707487324,8.54,1,success
1027509564365068117,7.86,1,success
1027520631367173862,8.14,1,success
1027529314113976200,5.21,1,success
1027539381760586929,6.04,1,success
1027670374999291214,7.59,1,success
1027699884933872274,7.13,1,success
1027727891842088090,3.9,1,success
1027748689786653461,7.64,1,success
1027904760107933943,6.34,1,success
1027908581065802963,7.15,1,success
1027909774951687261,6.17,1,success
1027954481592220440,5.59,1,success
1028144972972200093,5.72,1,success
1028207306762070044,7.37,1,success
1028219961527072036,7.82,1,success
1028346509069022409,6.39,1,success
1028375670000523484,8.14,1,success
1028377195238173864,5.96,1,success
1028387011238923813,4.89,1,success
1028404879455505749,6.1,1,success
1028449078356386733,4.65,1,success
1028452452761529033,6.72,1,success
1028549782473035956,7.41,1,success
1028549899017637834,8.22,1,success
1028550768904658796,8.25,1,success
1028558035824378155,6.65,1,success
1028567753680112488,7.25,1,success
1028660315823953159,8.01,1,success
1028669723125893496,6.36,1,success
1028675172046658598,8.24,1,success
1028727312152138113,6.79,1,success
1028744071512300331,5.44,1,success
1028873918555810974,5.39,1,success
1028974850732595483,7.89,1,success
1029032870406284556,8.37,1,success
1029062779575827356,7.8,1,success
1029068719112497032,5.89,1,success
1029085995993377042,4.94,1,success
1029176958293240881,6.82,1,success
1029203625637487142,7.3,1,success
1029203743228675121,5.45,1,success
1029229361626615174,4.86,1,success
1029257078185149848,6.62,1,success
1029268396771086911,8.49,1,success
1029271769933604654,7.54,1,success
1029271894408564144,6.7,1,success
1029310785576911179,6.53,1,success
1029327436266241633,6.45,1,success
1029332879382523131,6.32,1,success
1029347144341417139,7.93,1,success
1029389241506031136,3.07,1,success
1029463206071225732,9.33,1,success
1029559871278694747,6.1,1,success
1029565486490089254,3.87,1,success
1029641984303848903,6.56,1,success
1029654248034284358,6.21,1,success
1029677763789581469,4.26,1,success
1029700838312281144,6.61,1,success
1029806836590710667,5.46,1,success
1029817400806345205,6.74,1,success
1029854710073119960,5.97,1,success
1029857404881104924,6.06,1,success
1029865098660781589,5.26,1,success
1029877297224337564,7.1,1,success
1029892581372789735,8.18,1,success
1029913593535912963,6.44,1,success
1029920582883097057,5.88,1,success
1029923281882993027,5.35,1,success
1029930188594073055,8.37,1,success
1029935462355201054,7.53,1,success
1029939266446978184,5.2,1,success
1029940151368347162,8.46,1,success
1029944672061188597,6.26,1,success
1029959117479417943,8.21,1,success
1029963153743392078,6.51,1,success
1029966944262677281,9.03,1,success
1029981434829909862,6.44,1,success
1029987173249419629,7.34,1,success
1029991060249749537,5.38,1,success
1030027644060788008,3.36,1,success
1030051016517157114,6.87,1,success
1030057877275687710,5.5,1,success
1030058338682268428,5.7,1,success
1030191436390800902,6.7,1,success
1030284019267786638,7.92,1,success
1030411813401322474,7.72,1,success
1030426542985472290,6.01,1,success
1030441099626009819,6.76,1,success
1030481670320503247,3.46,1,success
1030504709959885366,6.33,1,success
1030567003539523883,6.83,1,success
1030594234077606904,7.94,1,success
1030635359806576290,7.69,1,success
1030638379916074850,7.31,1,success
1030656745503997057,5.74,1,success
1030669567901332955,5.38,1,success
1030746881005315092,7.74,1,success
1030767625739458220,7.0,1,success
1030768494908647719,5.94,1,success
1030776112048519364,5.09,1,success
1030786103677565464,6.84,1,success
1030809568298718021,4.05,1,success
1030812058552451819,4.35,1,success
1030831393112021515,5.55,1,success
1030843712107724530,6.78,1,success
1030850667924701058,5.53,1,success
1030852614235288760,5.88,1,success
1030862813958516301,7.53,1,success
1030938318149953474,4.42,1,success
1030985250178915875,4.61,1,success
1030986179589545149,8.04,1,success
1030996743125182479,8.06,1,success
1031093317648260420,5.38,1,success
1031165455431122367,6.67,1,success
1031180935079557050,6.82,1,success
1031181475953110389,6.65,1,success
1031205757053731999,7.93,1,success
1031224997109198790,4.43,1,success
1031234260402619391,3.65,1,success
1031272757464768583,7.56,1,success
1031278654153826293,7.08,1,success
1031290844694663086,3.69,1,success
1031293954149837296,5.87,1,success
1031321934830323946,6.31,1,success
1031331960930485950,6.85,1,success
1031343618982078493,7.8,1,success
1031402743249063871,4.58,1,success
1031444315316448531,7.89,1,success
1031470519129680361,6.09,1,success
1031516353385267048,8.0,1,success
1031543678121811486,8.12,1,success
1031544090889568165,4.82,1,success
1031552912316185737,5.34,1,success
1031563391457574313,6.18,1,success
1031569127688388145,6.41,1,success
1031585089582022537,6.9,1,success
1031591914462041485,7.45,1,success
1031594100525782058,7.87,1,success
1031680497491408121,6.66,1,success
1031716741503070881,6.51,1,success
1031791574933255143,7.94,1,success
1031893537448715082,7.64,1,success
1031911698531424701,7.75,1,success
1031912506685797071,6.78,1,success
1031939631476157820,6.01,1,success
1031949363767549583,5.15,1,success
1031958107902771502,6.66,1,success
1031977300139981540,5.77,1,success
1031980181890034809,5.54,1,success
1031981748485150370,5.96,1,success
1031998637429022121,6.94,1,success
1032004940267557679,7.24,1,success
1032016909258987166,4.99,1,success
1032045101696163390,6.76,1,success
1032081949031413907,5.47,1,success
1032092409710869471,6.37,1,success
1032118053466028325,7.11,1,success
1032123813587597753,5.09,1,success
1032145114689523314,6.4,1,success
1032178761724552605,5.12,1,success
1032183734522774049,7.35,1,success
1032261775972741181,4.69,1,success
1032534757243211022,4.86,1,success
1032540098117511420,7.38,1,success
1032546661316216542,8.39,1,success
1032645783239269710,6.83,1,success
1032674980046246366,7.39,1,success
1032705486422305835,5.29,1,success
1032792899676740497,6.65,1,success
1032831023899548661,7.17,1,success
1032874232422944078,7.4,1,success
1032919165507616037,3.9,1,success
1032932135098163984,4.27,1,success
1033285019390650601,5.7,1,success
1033417829829504315,6.82,1,success
1033441626439037451,7.94,1,success
1033457263118470676,6.52,1,success
1033491495187827435,5.97,1,success
1033518236260347599,7.11,1,success
1033563968591866073,7.4,1,success
1033597792567745099,8.26,1,success
1033622671946094470,7.78,1,success
1033654525837420975,5.18,1,success
1033754815312233183,7.78,1,success
1033810958285287833,8.71,1,success
1033954336750971988,5.05,1,success
1034041753925509593,8.61,1,success
1034103933359430967,5.98,1,success
1034117240030929783,6.92,1,success
1034175272562881734,4.82,1,success
1034183697057906215,6.88,1,success
1034202778648637854,6.53,1,success
1034229653234600978,5.31,1,success
1034237182418320405,7.19,1,success
1034323083307051873,6.0,1,success
1034324279265998183,4.63,1,success
1034387708238774158,7.09,1,success
1034390643170597634,7.6,1,success
1034403066723962445,5.09,1,success
1034537760649348060,7.07,1,success
1034847309073755645,5.68,1,success
1034858959062780774,5.89,1,success
1034864694532874812,6.6,1,success
1034872507948337155,5.82,1,success
1034889656119691598,5.95,1,success
1034934023455914485,4.81,1,success
1034959076706277098,7.92,1,success
